TIME,FIXED_CYCLES,FIXED_INSTRUCTIONS,L1D_CACHE_MISS_ST,L1D_CACHE_MISS_LD,BRANCH_MISPRED_NONSPEC
524072375,249566,633679,998,5814,188
525070958,2986567,11033493,67773,29780,1174
525071333,918284,2848925,6297,5810,32
525071375,1089057,3500753,53445,12668,2783
525071541,32720,58124,2351,701,20
525072000,617109,1626931,1954,13001,1313
525072125,607714,1517091,2065,12879,1205
525072250,609090,1629791,2119,12492,1500
526071041,393313,1451094,3034,4252,17
526071166,664638,2253821,4796,5926,14
526071416,340706,1256319,3051,3347,16
526071583,500799,1759577,34627,7255,546
527071125,863583,2125945,4171,4584,23
527071250,521087,1818450,5059,4444,35
527071500,900080,3349355,8382,8064,31
527071625,50918,141150,2208,1276,79
527071958,32231,75568,54,765,0
527072125,31710,73818,77,873,13
528071958,1692481,5870992,60056,16330,1563
528072500,583690,1290182,2260,11172,1078
528072750,135413,397566,532,1469,5
528072958,552106,1700720,3144,3861,17
528073000,514248,1226570,2046,10562,1099
528073041,548901,1731747,10277,6976,219
528073208,904288,2236302,2965,19277,1516
529071125,449615,1431186,38207,5058,908
529071166,596060,1630409,3097,3433,8
529071416,955387,3429768,45415,10350,696
529071541,368250,1282874,2688,4111,11
530071208,787612,2695325,5833,7434,29
530071375,130814,466854,7235,1344,234
530071541,788825,2600012,6091,6175,20
530071708,136523,174357,0,0,0
530072291,557768,1595363,1958,5189,18
530072333,32367,69274,85,340,0
530072541,129561,378049,373,1167,0
531071291,1207385,4344800,23157,13344,512
531071416,1238060,4110361,9591,9317,50
531071583,923198,3195980,7456,8756,29
531072083,929022,3104408,7213,7306,44
